set,card_name,card_number,quantity,batch_start_time,scraped_at,ungraded,grade_7,grade_8,grade_9,grade_95,psa_10,status,error_type,error_message,url
pokemon-journey-together,virizion,15,1,2026-02-18T22:30:10.450954,2026-02-18T22:35:07.304118,$0.20,,,$10.24,$11.00,$30.77,,,,https://www.pricecharting.com/game/pokemon-journey-together/virizion-15
pokemon-twilight-masquerade,darumaka,34,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:53:41.755517,$0.20,,,$10.14,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/darumaka-34
pokemon-twilight-masquerade,dipplin,18,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:57:14.242304,$0.20,,,$10.47,$12.00,$33.92,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/dipplin-18
pokemon-twilight-masquerade,hisuian-growlithe,99,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:31:31.899606,$0.20,,,$13.97,$15.00,$35.97,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/hisuian-growlithe-99
pokemon-twilight-masquerade,luxio-reverse-holo,67,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:19:05.442457,$0.20,,,$10.38,$11.00,$31.05,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/luxio-reverse-holo-67
pokemon-twilight-masquerade,ogre's-mask-reverse-holo,159,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:19:55.170066,$0.20,,$6.89,$10.38,$11.00,$31.05,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/ogre%27s-mask-reverse-holo-159
pokemon-twilight-masquerade,sandslash,98,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:31:25.132591,$0.20,,,$10.31,$11.00,$30.84,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/sandslash-98
pokemon-twilight-masquerade,varoom-reverse-holo,124,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:19:26.218417,$0.20,,,$10.32,$11.00,$30.88,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/varoom-reverse-holo-124
pokemon-twilight-masquerade,whirlipede-reverse-holo,116,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:32:16.824075,$0.20,,,$10.76,$12.00,$32.11,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/whirlipede-reverse-holo-116
pokemon-destined-rivals,gorebyss,56,,2026-01-07T00:43:59.337569,2026-01-07T00:46:11.821873,$0.19,,,$10.27,$11.00,$30.93,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/gorebyss-56
pokemon-destined-rivals,probopass,98,,2026-01-07T00:43:59.337569,2026-01-07T00:47:20.062597,$0.19,,,$10.26,$11.00,$30.89,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/probopass-98
pokemon-destined-rivals,rellor,24,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:14:14.783286,$0.19,,,$10.30,$11.00,$31.02,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/rellor-24
pokemon-destined-rivals,team-rocket's-bother-bot,172,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:18:16.879574,$0.19,,,$10.28,$11.00,$30.93,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-bother-bot-172
pokemon-destined-rivals,team-rocket's-porygon2,154,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:17:32.563541,$0.19,,,$10.33,$11.00,$31.11,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-porygon2-154
pokemon-journey-together,hop's-choice-band-reverse-holo,148,1,2026-02-18T22:30:10.450954,2026-02-18T22:47:08.664495,$0.19,,,$10.27,$11.00,$30.86,,,,https://www.pricecharting.com/game/pokemon-journey-together/hop%27s-choice-band-reverse-holo-148
pokemon-twilight-masquerade,aipom,137,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:55:03.449732,$0.19,,,$10.23,$11.00,$30.63,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/aipom-137
pokemon-twilight-masquerade,clefairy,78,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:19:20.573334,$0.19,,,$10.29,$11.00,$30.80,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/clefairy-78
pokemon-white-flare,gigalith,48,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:23:16.075800,$0.19,,,$10.11,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-white-flare/gigalith-48
pokemon-white-flare,tornadus,78,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:22:31.060049,$0.19,,,$9.95,$11.00,$20.00,,,,https://www.pricecharting.com/game/pokemon-white-flare/tornadus-78
pokemon-destined-rivals,dwebble,11,,2026-01-04T17:25:37.624686,2026-01-04T17:25:37.639068,$0.18,,,$10.34,$11.00,$31.17,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/dwebble-11
pokemon-destined-rivals,electrike,75,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:15:56.707170,$0.18,,,$10.34,$11.00,$31.16,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/electrike-75
pokemon-destined-rivals,floatzel,58,,2026-01-07T00:43:59.337569,2026-01-07T00:46:26.690530,$0.18,,,$10.27,$11.00,$30.93,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/floatzel-58
pokemon-destined-rivals,medicham,100,,2026-01-15T18:40:39.420291,2026-01-15T18:40:50.765071,$0.18,,,$10.23,$11.00,$30.79,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/medicham-100
pokemon-destined-rivals,mudsdale,108,,2026-01-07T01:13:32.223987,2026-01-07T01:13:45.400798,$0.18,,,$10.16,$11.00,$30.56,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/mudsdale-108
pokemon-destined-rivals,team-rocket's-porygon,153,,2026-01-07T00:43:59.337569,2026-01-07T00:48:52.671480,$0.18,,,$10.34,$11.00,$74.99,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-porygon-153
pokemon-journey-together,alolan-geodude,44,1,2026-02-18T22:30:10.450954,2026-02-18T22:37:46.415505,$0.18,,,$10.18,$11.00,$30.59,,,,https://www.pricecharting.com/game/pokemon-journey-together/alolan-geodude-44
pokemon-twilight-masquerade,abra,80,1.0,2026-01-23T20:53:06.228900,2026-01-23T21:00:28.302075,$0.18,,,$19.00,$19.00,$34.95,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/abra-80
pokemon-twilight-masquerade,cramorant,58,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:54:04.029529,$0.18,,,$10.29,$11.00,$30.80,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/cramorant-58
pokemon-twilight-masquerade,emolga,69,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:59:59.859989,$0.18,,,$10.32,$11.00,$30.88,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/emolga-69
pokemon-twilight-masquerade,frogadier,57,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:59:31.975501,$0.18,,,$10.38,$11.00,$31.05,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/frogadier-57
pokemon-twilight-masquerade,iron-bundle,62,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:59:48.591341,$0.18,,,$10.28,$11.00,$30.76,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/iron-bundle-62
pokemon-twilight-masquerade,palafin,60,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:59:44.240226,$0.18,,,$9.99,$11.00,$25.92,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/palafin-60
pokemon-twilight-masquerade,poliwrath,43,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:58:41.699197,$0.18,,,$6.01,$7.00,$30.51,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/poliwrath-43
pokemon-twilight-masquerade,rillaboom-reverse-holo,16,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:53:26.455869,$0.18,,,$10.72,$12.00,$31.98,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/rillaboom-reverse-holo-16
pokemon-destined-rivals,team-rocket's-drowzee,79,,2026-01-07T00:43:59.337569,2026-01-07T00:46:52.679501,$0.17,,,$9.36,$10.00,$30.56,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-drowzee-79
pokemon-destined-rivals,team-rocket's-grimer,123,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:17:07.667944,$0.17,,,$10.23,$11.00,$30.79,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-grimer-123
pokemon-journey-together,foongus,10,1,2026-02-18T22:30:10.450954,2026-02-18T22:34:31.941481,$0.17,,,$10.28,$11.00,$30.91,,,,https://www.pricecharting.com/game/pokemon-journey-together/foongus-10
pokemon-journey-together,octillery,34,1,2026-02-18T22:30:10.450954,2026-02-18T22:37:00.932532,$0.17,,,$10.35,$11.00,$31.13,,,,https://www.pricecharting.com/game/pokemon-journey-together/octillery-34
pokemon-journey-together,redeemable-ticket,156,1,2026-02-18T22:30:10.450954,2026-02-18T22:48:10.932005,$0.17,,,$10.51,$12.00,$31.63,,,,https://www.pricecharting.com/game/pokemon-journey-together/redeemable-ticket-156
pokemon-journey-together,squawkabilly-reverse-holo,141,1,2026-02-18T22:30:10.450954,2026-02-18T22:46:35.190009,$0.17,,,$9.75,$11.00,$41.24,,,,https://www.pricecharting.com/game/pokemon-journey-together/squawkabilly-reverse-holo-141
pokemon-stellar-crown,area-zero-underdepths-reverse-holo,131,,2026-01-07T00:43:59.337569,2026-01-07T00:53:55.689294,$0.17,,,$7.50,$8.00,$31.30,,,,https://www.pricecharting.com/game/pokemon-stellar-crown/area-zero-underdepths-reverse-holo-131
pokemon-black-bolt,beartic,26,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:16:59.463822,$0.16,,,$10.20,$11.00,$14.99,,,,https://www.pricecharting.com/game/pokemon-black-bolt/beartic-26
pokemon-black-bolt,krookodile,59,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:17:33.965479,$0.16,,,$10.19,$11.00,$30.66,,,,https://www.pricecharting.com/game/pokemon-black-bolt/krookodile-59
pokemon-black-bolt,simipour,18,,2026-01-05T14:00:30.919912,2026-01-05T14:01:59.366147,$0.16,,,$10.22,$11.00,$30.76,,,,https://www.pricecharting.com/game/pokemon-black-bolt/simipour-18
pokemon-destined-rivals,manectric,76,,2026-01-07T00:43:59.337569,2026-01-07T00:46:43.754723,$0.16,,,$10.26,$11.00,$30.89,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/manectric-76
pokemon-journey-together,banette,60,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:21:19.027174,$0.16,,,$10.22,$11.00,$30.73,,,,https://www.pricecharting.com/game/pokemon-journey-together/banette-60
pokemon-journey-together,dhelmise,70,1,2026-02-18T22:30:10.450954,2026-02-18T22:39:55.362606,$0.16,,,$10.11,$11.00,$30.36,,,,https://www.pricecharting.com/game/pokemon-journey-together/dhelmise-70
pokemon-journey-together,larvitar,80,1,2026-02-18T22:30:10.450954,2026-02-18T22:40:45.748894,$0.16,,,$10.25,$11.00,$30.81,,,,https://www.pricecharting.com/game/pokemon-journey-together/larvitar-80
pokemon-journey-together,n's-purrloin,96,1,2026-02-18T22:30:10.450954,2026-02-18T22:42:17.224001,$0.16,,,$10.70,$12.00,$32.26,,,,https://www.pricecharting.com/game/pokemon-journey-together/n%27s-purrloin-96
pokemon-twilight-masquerade,fezandipiti,96,,2026-01-07T01:13:32.223987,2026-01-07T01:14:30.614759,$0.16,,,$10.50,$12.00,,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/fezandipiti-96
pokemon-twilight-masquerade,gurdurr,104,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:19:41.598617,$0.16,,,$10.28,$11.00,$30.76,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/gurdurr-104
pokemon-twilight-masquerade,heatran-reverse-holo,123,,2026-01-07T00:43:59.337569,2026-01-07T00:53:07.864106,$0.16,,,$10.26,$11.00,$30.72,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/heatran-reverse-holo-123
pokemon-twilight-masquerade,heliolisk-reverse-holo,71,1.0,2026-01-23T20:53:06.228900,2026-01-23T21:00:05.571032,$0.16,,,$10.38,$11.00,$31.05,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/heliolisk-reverse-holo-71
pokemon-black-bolt,petilil-reverse,6,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:16:27.246261,$0.15,,,$10.34,$11.00,$31.18,,,,https://www.pricecharting.com/game/pokemon-black-bolt/petilil-reverse-6
pokemon-black-bolt,reuniclus,39,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:17:10.528674,$0.15,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-black-bolt/reuniclus-39
pokemon-destined-rivals,arven's-skwovet,158,,2026-01-04T17:25:37.624686,2026-01-04T17:27:50.523335,$0.15,,,$10.26,$11.00,$24.99,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/arven%27s-skwovet-158
pokemon-destined-rivals,growlithe,27,1.0,2026-01-22T16:42:45.077992,2026-01-22T16:43:01.227564,$0.15,,,$15.50,$17.00,$30.70,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/growlithe-27
pokemon-destined-rivals,ponyta-reverse-holo,29,,2026-01-07T00:43:59.337569,2026-01-07T00:44:45.186223,$0.15,,,$10.23,$11.00,$30.79,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/ponyta-reverse-holo-29
pokemon-destined-rivals,steven's-baltoy-reverse-holo,83,,2026-01-04T17:25:37.624686,2026-01-04T17:26:37.673909,$0.15,,,$10.34,$11.00,$31.17,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/steven%27s-baltoy-reverse-holo-83
pokemon-destined-rivals,team-rocket's-blipbug-reverse-holo,15,,2026-01-07T00:43:59.337569,2026-01-07T00:44:21.906961,$0.15,,,$10.15,$11.00,$30.51,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-blipbug-reverse-holo-15
pokemon-destined-rivals,team-rocket's-ekans,112,,2026-01-17T15:02:47.633422,2026-01-17T15:04:44.583453,$0.15,,,$10.11,$11.00,$30.37,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-ekans-112
pokemon-destined-rivals,team-rocket's-hypno,80,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:16:08.036127,$0.15,,,$12.50,$14.00,$21.25,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-hypno-80
pokemon-destined-rivals,team-rocket's-nidoran,114,,2026-01-07T00:43:59.337569,2026-01-07T00:47:48.550411,$0.15,,,$10.20,$11.00,$30.70,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-nidoran-114
pokemon-destined-rivals,team-rocket's-rattata,147,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:17:27.221791,$0.15,,,$10.15,$11.00,$30.51,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-rattata-147
pokemon-destined-rivals,torchic,40,,2026-01-04T17:25:37.624686,2026-01-04T17:25:59.423299,$0.15,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/torchic-40
pokemon-journey-together,bombirdier-reverse-holo,101,1,2026-02-18T22:30:10.450954,2026-02-18T22:42:58.970573,$0.15,,,$10.35,$11.00,$31.13,,,,https://www.pricecharting.com/game/pokemon-journey-together/bombirdier-reverse-holo-101
pokemon-journey-together,drampa-reverse-holo,130,1,2026-02-18T22:30:10.450954,2026-02-18T22:45:31.848561,$0.15,,,$10.21,$11.00,$30.68,,,,https://www.pricecharting.com/game/pokemon-journey-together/drampa-reverse-holo-130
pokemon-journey-together,durant,14,1,2026-02-18T22:30:10.450954,2026-02-18T22:35:01.806635,$0.15,,,$10.17,$11.00,$30.54,,,,https://www.pricecharting.com/game/pokemon-journey-together/durant-14
pokemon-journey-together,iono's-voltorb,47,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:21:12.697319,$0.15,,,$10.35,$11.00,$31.14,,,,https://www.pricecharting.com/game/pokemon-journey-together/iono%27s-voltorb-47
pokemon-journey-together,iris's-fighting-spirit,149,1,2026-02-18T22:30:10.450954,2026-02-18T22:47:15.471908,$0.15,,,$10.21,$11.00,$30.68,,,,https://www.pricecharting.com/game/pokemon-journey-together/iris%27s-fighting-spirit-149
pokemon-journey-together,karrablast,9,1,2026-02-18T22:30:10.450954,2026-02-18T22:34:15.888813,$0.15,,,$10.17,$11.00,$59.99,,,,https://www.pricecharting.com/game/pokemon-journey-together/karrablast-9
pokemon-journey-together,karrablast-reverse-holo,9,1,2026-02-18T22:30:10.450954,2026-02-18T22:34:24.205386,$0.15,,,$10.23,$11.00,$30.72,,,,https://www.pricecharting.com/game/pokemon-journey-together/karrablast-reverse-holo-9
pokemon-journey-together,klawf,90,1,2026-02-18T22:30:10.450954,2026-02-18T22:41:40.117332,$0.15,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/klawf-90
pokemon-journey-together,lillie's-comfey,68,1,2026-02-18T22:30:10.450954,2026-02-18T22:39:45.751032,$0.15,,,$10.24,$11.00,$30.77,,,,https://www.pricecharting.com/game/pokemon-journey-together/lillie%27s-comfey-68
pokemon-journey-together,lotad,35,1,2026-02-18T22:30:10.450954,2026-02-18T22:37:04.985001,$0.15,,,$10.23,$11.00,$30.72,,,,https://www.pricecharting.com/game/pokemon-journey-together/lotad-35
pokemon-journey-together,maractus,8,1,2026-02-18T22:30:10.450954,2026-02-18T22:34:10.811900,$0.15,,,$10.21,$11.00,$30.68,,,,https://www.pricecharting.com/game/pokemon-journey-together/maractus-8
pokemon-journey-together,metapod,2,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:20:58.659404,$0.15,,,$10.35,$11.00,$31.14,,,,https://www.pricecharting.com/game/pokemon-journey-together/metapod-2
pokemon-journey-together,paras,4,1,2026-02-18T22:30:10.450954,2026-02-18T22:33:27.713765,$0.15,,,$10.20,$11.00,$30.63,,,,https://www.pricecharting.com/game/pokemon-journey-together/paras-4
pokemon-journey-together,rockruff-reverse-holo,84,1,2026-02-18T22:30:10.450954,2026-02-18T22:41:14.591337,$0.15,,,$10.21,$11.00,$30.68,,,,https://www.pricecharting.com/game/pokemon-journey-together/rockruff-reverse-holo-84
pokemon-journey-together,sprigatito,16,1,2026-02-18T22:30:10.450954,2026-02-18T22:35:12.931812,$0.15,,,$10.21,$11.00,$30.68,,,,https://www.pricecharting.com/game/pokemon-journey-together/sprigatito-16
pokemon-journey-together,togedemaru-reverse-holo,50,1,2026-02-18T22:30:10.450954,2026-02-18T22:38:27.750605,$0.15,,,$10.28,$11.00,$30.91,,,,https://www.pricecharting.com/game/pokemon-journey-together/togedemaru-reverse-holo-50
pokemon-journey-together,wingull,38,1,2026-02-18T22:30:10.450954,2026-02-18T22:37:33.268061,$0.15,,,$10.20,$11.00,$30.63,,,,https://www.pricecharting.com/game/pokemon-journey-together/wingull-38
pokemon-twilight-masquerade,chimecho-reverse-holo,85,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:19:27.044564,$0.15,,,$10.38,$11.00,$31.05,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/chimecho-reverse-holo-85
pokemon-twilight-masquerade,enhanced-hammer,148,,2026-01-07T00:43:59.337569,2026-01-07T00:53:23.260366,$0.15,,,$10.24,$11.00,$30.68,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/enhanced-hammer-148
pokemon-twilight-masquerade,glalie,52,,2026-01-07T00:43:59.337569,2026-01-07T00:52:07.308795,$0.15,,,$10.15,$11.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/glalie-52
pokemon-twilight-masquerade,lairon,121,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:32:29.663248,$0.15,,,$10.23,$11.00,$30.63,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/lairon-121
pokemon-twilight-masquerade,monferno,32,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:57:57.619674,$0.15,,,$10.23,$11.00,$30.63,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/monferno-32
pokemon-twilight-masquerade,phione-reverse-holo,55,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:19:08.169547,$0.15,,,$10.23,$19.00,$30.63,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/phione-reverse-holo-55
pokemon-twilight-masquerade,seaking-reverse-holo,45,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:58:50.261563,$0.15,,,$10.38,$11.00,$31.05,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/seaking-reverse-holo-45
pokemon-twilight-masquerade,sunkern,6,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:56:34.307055,$0.15,,,$10.18,$11.00,$30.50,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/sunkern-6
pokemon-white-flare,terrakion,54,,2026-01-07T00:43:59.337569,2026-01-07T00:56:22.070094,$0.15,,,$10.20,$11.00,$30.71,,,,https://www.pricecharting.com/game/pokemon-white-flare/terrakion-54
pokemon-white-flare,trubbish,59,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:23:48.307087,$0.15,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-white-flare/trubbish-59
pokemon-destined-rivals,granite-cave,166,,2026-01-17T15:02:47.633422,2026-01-17T15:05:58.155026,$0.14,,,$10.19,$11.00,$30.65,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/granite-cave-166
pokemon-destined-rivals,meditite,99,,2026-01-07T01:13:32.223987,2026-01-07T01:13:39.697250,$0.14,,,$10.19,$11.00,$30.65,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/meditite-99
pokemon-destined-rivals,smoliv,21,,2026-01-04T17:25:37.624686,2026-01-04T17:25:45.387222,$0.14,,,$10.34,$11.00,$31.17,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/smoliv-21
pokemon-destined-rivals,team-rocket's-flaaffy,73,1.0,2026-01-17T19:37:41.747214,2026-01-17T19:37:41.762919,$0.14,,,$10.15,$11.00,$40.00,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-flaaffy-73
pokemon-journey-together,metang-reverse-holo,62,1,2026-02-18T22:30:10.450954,2026-02-18T22:39:32.123537,$0.14,,,$10.18,$11.00,$30.59,,,,https://www.pricecharting.com/game/pokemon-journey-together/metang-reverse-holo-62
pokemon-journey-together,n's-joltik,49,1,2026-02-18T22:30:10.450954,2026-02-18T22:38:14.944018,$0.14,,,$10.21,$11.00,$30.68,,,,https://www.pricecharting.com/game/pokemon-journey-together/n%27s-joltik-49
pokemon-journey-together,pangoro-reverse-holo,99,1,2026-02-18T22:30:10.450954,2026-02-18T22:42:37.480717,$0.14,,,$10.21,$11.00,$30.68,,,,https://www.pricecharting.com/game/pokemon-journey-together/pangoro-reverse-holo-99
pokemon-journey-together,pupitar,81,1,2026-02-18T22:30:10.450954,2026-02-18T22:40:49.860305,$0.14,,,$10.21,$11.00,$30.68,,,,https://www.pricecharting.com/game/pokemon-journey-together/pupitar-81
pokemon-twilight-masquerade,crawdaunt-reverse-holo,48,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:18:51.069686,$0.14,,,$10.25,$11.00,$30.67,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/crawdaunt-reverse-holo-48
pokemon-twilight-masquerade,grookey,14,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:18:24.620498,$0.14,,,$10.31,$11.00,$30.84,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/grookey-14
pokemon-twilight-masquerade,lana's-aid,155,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:33:27.442179,$0.14,,,$10.60,$12.00,$31.64,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/lana%27s-aid-155
pokemon-twilight-masquerade,pinsir,3,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:18:45.531859,$0.14,,,$10.22,$11.00,$30.59,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/pinsir-3
pokemon-twilight-masquerade,volbeat-reverse-holo,9,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:56:39.879746,$0.14,,,$10.29,$11.00,$30.80,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/volbeat-reverse-holo-9
pokemon-white-flare,simisear,15,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:21:10.070097,$0.14,,,$10.19,$11.00,$30.66,,,,https://www.pricecharting.com/game/pokemon-white-flare/simisear-15
pokemon-black-bolt,amoonguss,11,,2026-01-05T14:00:30.919912,2026-01-05T14:01:42.807464,$0.13,,,$10.17,$11.00,$30.62,,,,https://www.pricecharting.com/game/pokemon-black-bolt/amoonguss-11
pokemon-destined-rivals,marnie's-impidimp,134,,2026-01-07T01:13:32.223987,2026-01-07T01:13:55.438654,$0.13,,,$10.27,$11.00,$30.93,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/marnie%27s-impidimp-134
pokemon-journey-together,noibat,127,1,2026-02-18T22:30:10.450954,2026-02-18T22:45:12.227317,$0.13,,,$10.24,$11.00,$30.77,,,,https://www.pricecharting.com/game/pokemon-journey-together/noibat-127
pokemon-journey-together,skwovet,131,1,2026-02-18T22:30:10.450954,2026-02-18T22:45:38.282723,$0.13,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/skwovet-131
pokemon-journey-together,volcarona,29,1,2026-02-18T22:30:10.450954,2026-02-18T22:36:42.273359,$0.13,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/volcarona-29
pokemon-twilight-masquerade,aron,120,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:54:57.320840,$0.13,,,$10.15,$11.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/aron-120
pokemon-twilight-masquerade,boomerang-energy,166,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:55:42.034628,$0.13,,,$10.23,$11.00,$30.63,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/boomerang-energy-166
pokemon-twilight-masquerade,crawdaunt,48,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:59:03.640569,$0.13,,,$10.23,$11.00,$30.63,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/crawdaunt-48
pokemon-twilight-masquerade,darmanitan-reverse-holo,35,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:18:42.472948,$0.13,,,$10.63,$12.00,$31.72,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/darmanitan-reverse-holo-35
pokemon-twilight-masquerade,lucky-helmet,158,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:20:50.598324,$0.13,,,$10.40,$11.00,$31.09,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/lucky-helmet-158
pokemon-twilight-masquerade,poliwag,41,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:53:48.592755,$0.13,,,$10.31,$11.00,$30.84,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/poliwag-41
pokemon-white-flare,garbodor,60,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:23:56.672631,$0.13,,,$10.18,$11.00,$30.61,,,,https://www.pricecharting.com/game/pokemon-white-flare/garbodor-60
